0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-8.731800000000000143e-08,0.000000000000000000e+00,2.910600000000000268e-08
-1.746360000000000029e-07,0.000000000000000000e+00,5.821200000000000536e-08
-2.619540000000000440e-07,0.000000000000000000e+00,8.731800000000000143e-08
-3.492720000000000057e-07,0.000000000000000000e+00,1.164240000000000107e-07
-4.365900000000000204e-07,0.000000000000000000e+00,1.455300000000000068e-07
-5.239080000000000880e-07,0.000000000000000000e+00,1.746360000000000029e-07
-6.112259999999999438e-07,0.000000000000000000e+00,2.037419999999999989e-07
-6.985440000000000114e-07,0.000000000000000000e+00,2.328480000000000214e-07
-7.858620000000000790e-07,0.000000000000000000e+00,2.619540000000000440e-07
-8.731800000000000407e-07,0.000000000000000000e+00,2.910600000000000136e-07
-9.604980000000001083e-07,0.000000000000000000e+00,3.201660000000000361e-07
-1.047816000000000176e-06,0.000000000000000000e+00,3.492720000000000586e-07
-1.135134000000000032e-06,0.000000000000000000e+00,3.783780000000001341e-07
-1.222451999999999888e-06,0.000000000000000000e+00,4.074840000000001566e-07
-1.309770000000000167e-06,0.000000000000000000e+00,4.365900000000001792e-07
-1.397088000000000023e-06,0.000000000000000000e+00,4.656960000000002017e-07
-1.484406000000000302e-06,0.000000000000000000e+00,4.948020000000001713e-07
-1.571724000000000158e-06,0.000000000000000000e+00,5.239080000000001938e-07
-1.659042000000000014e-06,0.000000000000000000e+00,5.530140000000002164e-07
-1.746360000000000081e-06,0.000000000000000000e+00,5.821200000000001330e-07
-1.833678000000000149e-06,0.000000000000000000e+00,6.112260000000001556e-07
-1.920996000000000217e-06,0.000000000000000000e+00,6.403320000000000722e-07
-2.008313999999999861e-06,0.000000000000000000e+00,6.694380000000000947e-07
-2.095632000000000352e-06,0.000000000000000000e+00,6.985440000000000114e-07
-2.182949999999999996e-06,0.000000000000000000e+00,7.276500000000000339e-07
-2.270268000000000064e-06,0.000000000000000000e+00,7.567559999999999506e-07
-2.357586000000000131e-06,0.000000000000000000e+00,7.858619999999999731e-07
-2.444903999999999775e-06,0.000000000000000000e+00,8.149679999999998898e-07
-2.532222000000000266e-06,0.000000000000000000e+00,8.440739999999999123e-07
-2.619540000000000334e-06,0.000000000000000000e+00,8.731799999999998290e-07
-2.706857999999999978e-06,0.000000000000000000e+00,9.022859999999997456e-07
-2.794176000000000046e-06,0.000000000000000000e+00,9.313919999999998740e-07
-2.881494000000000113e-06,0.000000000000000000e+00,9.604979999999996848e-07
-2.968812000000000604e-06,0.000000000000000000e+00,9.896039999999997073e-07
-3.056130000000000248e-06,0.000000000000000000e+00,1.018709999999999518e-06
-3.143448000000000316e-06,0.000000000000000000e+00,1.047815999999999752e-06
-3.230766000000000384e-06,0.000000000000000000e+00,1.076921999999999563e-06
-3.318084000000000028e-06,0.000000000000000000e+00,1.106027999999999797e-06
-3.405402000000000519e-06,0.000000000000000000e+00,1.135133999999999820e-06
-3.492720000000000163e-06,0.000000000000000000e+00,1.164240000000000054e-06
-3.580038000000000654e-06,0.000000000000000000e+00,1.193345999999999865e-06
-3.667356000000000298e-06,0.000000000000000000e+00,1.222451999999999888e-06
-3.754673999999999942e-06,0.000000000000000000e+00,1.251558000000000122e-06
-3.841992000000000433e-06,0.000000000000000000e+00,1.280664000000000144e-06
